OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
+,5438,597,3636,8058,1245,8465,8322,7697,7108,5954,1958,8662,5455,8412,2263
-,8477,281,4863,6736,2393,2640,8039,338,3365,8287,783,4674,7389,4776,5084
+,1488,6332,7127,4819,3691,4206,2783,777,9400,4584,4140,5762,4443,2784,6394
+,4185,4210,9165,786,9582,9480,8346,7259,611,8786,9361,737,3173,7865,9673
+,2793,9278,3956,3386,7393,4568,1266,4973,7031,8200,8412,1668,8274,6972,6619
+,7238,933,7123,6420,7940,469,4669,4285,3080,8417,9605,9168,7671,661,4564
+,1233,1771,6690,8102,8128,7109,8663,6621,8436,6130,4055,4492,1993,5493,9195
+,2613,899,8247,4840,868,3475,4733,5751,6501,7578,8156,6179,1683,3378,8705
+,4548,2107,8198,7461,5429,4755,3264,8032,3584,73,8445,5395,3853,3884,2462
+,7455,4532,7785,6903,5436,5500,9506,4074,2467,4986,3925,5921,8662,988,6770
+,7161,6260,6063,1699,7935,5945,965,7655,9198,6860,8019,9756,184,7163,3634
+,9970,7204,4468,3224,9726,5725,8288,170,3782,7413,8058,6089,4918,1398,3647
-,3593,5499,3851,2399,7100,8639,9830,7644,660,4167,5741,56,1019,4540,5590
+,1131,410,6424,9539,1247,6887,5477,4316,7613,8549,8298,4263,8728,5537,2681
+,280,7903,725,8074,5082,5469,8470,5202,4731,119,2846,5576,3671,2484,1726
+,1813,8006,3219,3497,1424,3315,9891,8954,2281,7765,1585,5847,4211,4346,7596
+,4867,9130,9309,4232,5771,2413,7816,530,2490,670,3261,1713,4087,5952,5194
+,3117,6758,9556,6512,9500,4968,3196,772,93,3534,2579,5933,1243,963,6512
+,4099,4992,9881,5532,9734,9296,2451,2400,2323,1034,8496,5853,6788,1137,5251
+,5673,5772,2557,8055,7174,2943,5286,4078,4125,2449,6627,9392,5873,3229,3035
+,4612,9262,4251,5543,2910,4377,10000,8540,8307,5253,6114,7776,33,6274,5260
+,7141,455,4710,8579,2332,3407,9894,5429,9190,3612,9514,4105,8529,2950,7357
+,5270,8361,4771,9057,7752,9103,2720,4000,4220,9769,9541,4838,5174,6844,5278
-,3752,4622,3315,566,8899,3492,6672,261,6159,1677,8016,5355,5974,230,1833
+,7391,4149,7030,3302,6708,8834,3561,6899,7148,8587,2996,3586,4580,1066,8709
+,4146,4912,7335,6930,8989,5161,9573,8911,6575,3165,5693,9822,7454,3684,9042
+,9131,4152,9901,3660,6288,9157,1554,1728,2295,7456,5715,546,8644,8005,7153
+,1879,1959,9692,3372,7868,9298,4237,7392,6182,2781,5612,1275,1723,3001,7663
+,4802,5306,4682,1792,4729,432,8335,2622,2351,5841,9847,7168,5317,4102,8763
+,4117,7846,3627,7867,4638,5184,7399,1685,8184,9345,3428,2545,6546,8018,9580
+,8586,2461,4203,1045,7574,7324,5440,9543,5049,9749,9584,9801,9587,5403,6277
+,3610,7155,5481,4785,2168,2068,5777,3277,7846,9029,9129,5365,3712,3332,896
+,2879,1029,7816,1148,6263,2813,6815,7539,6837,1028,5737,3701,6088,6528,805
+,5502,3107,1314,4512,3810,2258,4762,3068,3739,9159,5157,1662,886,4541,7757
-,8348,5130,4573,4668,633,9302,2285,9421,5582,6019,8021,6586,2384,9791,5424
+,6039,5792,1957,8776,1501,1022,2804,5500,9231,2399,5731,3594,4025,30,9223
+,7441,4398,3593,1843,5289,4303,7882,2465,4270,9270,7195,2196,6782,8020,7177
+,4071,6813,8918,1900,4062,9305,2449,2257,1183,965,5814,5542,1773,7254,7223
+,8843,9577,7788,887,7890,3009,8735,2261,9999,9366,1762,8451,5126,9982,2635
+,9302,2554,5623,5502,3168,8226,5430,1552,165,2987,3469,3784,7111,1867,6092
+,3552,3228,1742,138,32,9469,5373,2300,3570,9306,8681,7684,7429,5857,5537
+,5323,4619,4766,7200,5982,630,1871,1324,3343,9459,8590,2137,1690,5430,9020
+,2407,8203,1226,5327,1301,4514,2188,1356,9125,5436,9201,2061,3633,2185,3451
+,1139,9320,3724,4453,1830,4605,199,9981,4035,8100,7989,5938,9595,8207,1884
+,1731,697,143,3628,6354,7187,3116,9349,4648,7138,2483,69,6881,2530,801
-,9324,888,1565,5843,658,4971,1042,9151,3152,4832,4098,5024,5574,3825,4299
+,9330,2381,2077,5299,9805,8355,2333,1727,335,9539,6028,322,1633,8395,6978
+,8208,2831,417,3090,1930,4440,275,8699,1087,1423,5212,3933,8527,6995,5510
+,5355,2059,9346,9330,203,5200,3080,7076,1342,6008,244,3799,8797,3332,659
+,3906,1132,6759,1409,69,619,5918,9062,3194,2932,8324,8668,7352,7632,9532
+,2649,2880,4419,7544,2013,3995,6066,8387,9808,4378,890,1597,5061,101,6847
+,3663,6420,516,6916,1489,1560,5075,8338,9816,2384,8598,9155,9431,8641,7608
+,368,9658,6386,3099,2206,5525,5086,5675,6906,991,5322,9593,1055,3079,4462
+,5238,7863,837,1245,4204,6528,482,4532,7632,3569,8406,5064,6900,7157,1539
+,5356,7464,2083,380,2711,2029,5270,9836,6615,4903,4882,3245,3443,2369,344
+,7449,2794,8068,6869,8832,4624,1640,1239,2456,6837,3239,3656,3118,9013,6941
-,6477,9327,4840,3601,6266,8223,1264,1917,1729,4376,8679,2102,3896,6419,8680
+,7996,9531,6381,7365,2677,307,5712,865,4512,1330,6203,4935,4022,600,1335
+,704,435,5992,8198,1591,4259,3247,424,3449,1155,9821,3240,414,5443,6210
+,2425,9191,9702,5123,8326,7806,3649,4532,2251,5303,4890,350,1889,217,5449
+,8040,5441,6574,1095,3767,6182,3221,2584,3010,1092,5579,3675,4720,2830,9168
+,671,1123,3177,3901,5613,4721,5178,3360,7669,8634,3226,496,9137,235,9533
+,9696,3798,2933,9333,8874,1196,4196,6311,2208,9049,6364,7183,9973,5228,4037
+,7626,5,7238,121,1087,5420,3914,9949,881,3958,4898,1732,2663,7347,7558
+,7961,577,2437,4341,4099,5884,7731,3055,2291,9892,1576,2099,1333,8171,9951
+,8893,6745,5928,3663,3841,43,3968,9185,1645,7943,1647,9748,7453,1404,5407
+,6437,3328,3085,6801,6690,1574,3774,3203,1220,2312,9001,8470,3458,2854,3076
-,84,7953,7280,8153,4590,210,8898,4981,6683,9528,5077,1163,4608,2835,9187
+,4403,8480,4482,6955,9781,2457,2226,3378,7630,7181,1534,2363,4586,9685,4674
+,9656,5523,1697,8877,6418,8438,2194,2598,1154,268,8359,5616,338,3263,4361
+,7002,4773,2858,561,4502,2562,8838,3388,3865,877,544,2154,4790,8894,8767
+,2510,9885,7340,8218,4634,7157,8574,3664,9462,7765,3206,4572,2335,2591,6541
+,2755,391,1195,1077,1851,6463,6048,8740,9208,9857,3265,5064,1852,7761,1711
+,271,9335,3402,1287,583,1357,3823,6755,5772,1397,2171,1890,1278,8904,1984
+,8392,7020,7548,848,8557,5537,8019,2276,9169,3162,8337,694,811,759,7785
+,4490,6117,5927,5164,1524,9542,147,3701,8871,2763,3540,2752,9628,6133,6781
+,9974,1672,6451,4790,8470,2619,4735,5221,7767,6521,8668,4457,3465,6590,8837
+,9493,5626,3262,481,7374,6159,6370,2533,1116,8395,142,8202,5122,6641,3735
-,9947,4162,6985,3953,9664,9263,9528,3488,6585,5398,9769,7123,1427,2944,175
+,9335,6317,2889,2587,553,106,1061,3267,1255,9943,9698,6654,4995,1075,8771
+,5286,8417,4747,8829,5169,403,8964,3365,6236,998,100,644,7169,6420,4029
+,6962,801,892,8520,4101,2745,6258,7190,7292,8543,7177,5022,9320,8362,7194
+,8084,8167,6056,8105,9320,9228,6291,7014,9918,810,3977,2358,3327,7906,9497
+,4900,9606,5774,5241,9654,3531,6140,9356,3005,9327,7193,3433,5325,6049,8395
+,2462,4892,5479,3958,108,6312,9730,3094,2712,967,3922,5211,3927,8522,5527
+,3186,353,3480,6685,534,514,6994,1615,3484,7630,5555,1394,5127,6467,4339
+,6590,738,8324,4005,7089,6398,8375,3680,5179,6991,1962,2933,1703,7373,3074
+,1960,4102,2849,3295,7769,3550,6984,8611,432,2809,2622,6820,8054,2182,6879
+,1965,926,5633,111,49,2443,7771,9421,4873,761,1760,1488,5890,2797,8357
-,7504,2055,7513,2425,4647,3171,4358,6831,3833,9000,5846,1126,3684,5452,2891
+,7554,8327,7888,6589,8728,8865,6886,3602,7365,6554,864,2077,9841,6816,5237
+,6438,7849,3033,5142,493,2725,3557,9902,7863,3462,8254,2640,1036,9354,344
+,1621,790,1206,6627,7437,7067,6707,5606,6453,3072,2044,4125,675,4419,4410
+,1034,4181,2045,9888,1118,2559,7135,4206,2979,6477,5898,4555,5316,6778,3900
+,3144,3216,832,1831,286,4307,3003,186,890,9125,8219,5445,6760,1233,99
+,8232,803,2499,1865,3493,4652,3764,4615,1387,3205,9994,3072,3183,9193,2066
+,4627,2515,689,5514,779,2246,5144,1053,5655,2546,9639,4417,306,6176,2032
+,7430,2282,8536,7326,9083,4865,4088,8916,7680,2085,8466,7987,9931,7353,3608
+,2496,2125,2987,7648,2019,3605,9758,4602,3373,4402,7624,2503,6089,9617,9605
+,3737,6299,5821,856,5511,4641,7254,1320,1803,3080,758,4256,6120,9191,4075
-,1187,176,7852,6419,8889,734,8920,1549,9446,9819,1297,4081,2221,6011,2930
+,3929,6192,5557,2355,9212,8531,991,2046,2719,7070,8491,349,1596,2719,4762
+,659,5027,4528,3939,8705,9602,9730,2052,3865,5300,7591,244,6547,6203,7191
+,8783,6452,9988,1211,3228,6510,4374,6819,6077,7896,9507,1669,6103,6354,298
+,6684,6482,7568,8884,743,3569,9977,5534,3757,3838,7901,8805,3712,2285,1110
+,8404,4699,1445,8790,5958,7412,1548,900,3097,4280,3385,1894,4775,7576,8890
+,2982,9536,2600,8789,1416,8578,3480,2884,9657,3022,5763,901,6466,9545,9863
+,2628,4564,9642,6376,7088,9617,6416,8434,5445,3999,7218,9655,3516,6286,9082
+,8641,1355,4485,3424,3973,8086,4860,6567,6565,3188,5744,6300,4929,5219,9179
+,3478,7859,6084,2250,9825,7932,9668,8496,8146,822,6985,69,1525,5957,2741
+,1400,3530,8751,6919,9597,7852,7878,93,4305,7091,4625,7153,3465,8904,1133
-,9542,4461,3154,5807,1070,9822,261,6058,6987,1459,3964,2379,43,2906,5779
+,3573,5923,4773,9444,3573,1108,113,5406,2772,6632,3604,1341,3477,9890,3795
+,234,3413,3280,4594,9416,8103,2493,3645,6985,8311,5598,77,7218,6026,3449
+,8060,5256,6599,7501,4949,1210,3383,5731,6949,1574,152,3547,3567,6124,9039
+,9959,4231,1051,4406,9930,2277,5003,135,5356,6848,4098,9077,6974,6873,2974
+,6530,6580,4068,9568,8875,7532,5220,7237,3006,1591,8021,6277,7628,5224,1961
+,6194,3355,6788,4941,4881,7646,7530,5600,1750,5299,4317,5722,2798,3186,4493
+,9487,9837,4157,1001,7336,7666,78,2802,1576,4320,8782,4261,54,2115,4849
+,9775,9965,2898,7919,3669,7321,3168,8575,7947,8157,1524,3044,2574,4994,2931
+,5556,9989,9295,9051,9027,4161,8579,9731,417,1586,5532,5045,5073,4595,1109
+,6628,2527,9976,437,2553,3199,4489,1129,2331,2171,8036,2668,2075,3809,9709
-,216,7269,7080,6010,3927,1865,8936,5,7625,3454,8576,6889,6404,9624,8708
+,1886,8662,6315,7009,4833,7561,2912,7244,1329,759,492,4872,9739,895,5479
+,864,1815,1022,9567,6292,7229,4950,9181,4483,9135,9925,4625,5586,7548,5101
+,7827,4557,2461,5678,8395,3652,6209,5817,6527,2587,2168,9316,7850,1658,744
+,5842,8095,8888,8771,6437,9877,9383,7730,2316,1633,7988,4326,9232,4920,6302
+,6554,148,4446,4517,5125,7146,1600,8762,9865,7749,9942,806,4981,1254,458
+,8530,7791,5494,876,7565,8363,1564,4837,7830,7289,8963,8900,7369,3729,9578
+,7527,4133,4667,8384,8089,7203,4436,1703,7339,2835,8293,6276,8559,3372,8236
+,3246,1946,219,8288,7097,6630,3312,8804,223,5042,4334,7045,162,4450,5063
+,5154,750,2283,7240,8380,485,1622,6802,524,6760,8834,8446,8540,9602,3835
+,5613,6687,3202,6846,2878,5025,8662,5533,6504,6197,5519,4130,848,8478,8654
-,1714,1524,8779,6989,9099,2089,3924,1222,7632,3686,4782,2590,5083,1430,5168
+,1735,4026,8941,2703,1686,8050,7847,963,5938,1296,5751,8569,4768,3255,2064
+,8157,7232,8523,6850,7782,9790,4579,7602,6176,3598,5272,8815,7674,5545,1721
+,3312,7465,7284,6412,9342,755,689,4396,427,5646,9381,640,5677,4894,2150
+,8088,2211,2219,576,2226,4357,3698,7160,4215,497,3022,6059,203,940,3300
+,1775,4983,9033,6617,2106,4432,71,6326,5589,1081,7463,510,8678,3971,4677
+,2032,6177,1542,1946,2974,234,9230,8879,2592,9351,9964,5358,2260,7865,5991
+,5660,5503,2806,7150,3389,807,6133,5855,462,6307,5955,7237,7113,1907,8900
+,4259,2442,2295,8311,5163,6454,9904,7812,4104,5726,4448,8454,5092,3316,3483
+,7821,8261,9231,9194,8215,7708,6009,1194,918,7188,754,1619,4600,2709,6067
+,4351,4712,6568,5167,8718,9210,3733,2415,2734,1120,3778,9510,3788,3700,8690
-,6010,4416,1414,2050,3546,8972,6548,9639,9624,1178,5783,7263,6335,2026,2480
+,974,9964,7519,7852,4024,5117,178,9667,7880,3653,5103,6039,5719,8916,6440
+,7774,9239,5344,9123,505,383,8182,8433,7188,6927,4449,5039,7415,5040,8783
+,7986,831,2200,8084,5287,885,1466,6417,4418,9677,6665,4876,5979,5258,8879
+,5233,9557,1284,8618,3308,1577,424,1056,7345,6101,9671,9713,4651,1412,8969
+,6637,1894,2443,4519,5234,8274,4218,7305,4872,7200,4598,1284,2307,9249,2935
+,3691,4069,1565,4743,7726,3518,8038,2249,9989,9867,6334,5945,8473,4341,8912
+,3622,9901,5558,3019,1543,3079,7747,9801,1505,9460,904,3788,2925,5324,7038
+,942,3829,7546,3491,3744,5873,6883,944,4757,3450,6054,4850,4950,4216,4880
+,6532,4306,8358,2720,763,5051,1950,4466,1913,4554,9140,7130,5681,3684,8440
+,2349,883,7204,8656,7566,1504,8631,8496,8449,6871,2988,9223,9453,7814,7899
-,1093,4648,8344,1429,7611,7181,3894,6274,3443,9951,7382,4896,9805,5169,6922
+,3489,2517,975,4507,286,2024,697,7525,8718,3704,8218,5374,7801,4755,5696
+,8493,6625,8669,8750,7931,2998,7161,5424,5759,2565,7243,1578,9284,767,9502
+,8532,6672,2634,3556,9082,6702,1840,9810,5210,3492,1260,8996,8555,8785,7880
+,6574,5583,5124,6745,1332,1671,3611,1392,9428,2528,8277,7090,6353,9706,2491
+,4787,963,1275,4236,2680,4407,438,8475,4559,6225,7421,677,5856,6172,9253
+,355,5555,2013,2131,316,5725,6659,9980,6655,8221,6471,2903,2159,9916,8250
+,7397,6504,7906,6133,2352,2959,1096,6396,2416,2047,4202,2921,9664,30,8746
+,9922,4654,2110,8987,1822,3403,2148,1065,2511,3822,4445,9499,470,1962,1837
+,9877,9551,3206,6854,1554,9302,8259,3786,5242,7655,3257,3372,1910,5444,6676
+,8448,4509,9020,5102,7166,737,6705,8972,1787,7602,122,1498,4365,2448,5861
-,7776,9174,4655,5881,7029,1583,1996,6840,3735,2581,3023,7972,8564,775,9738
+,9826,4830,9855,2054,3707,2477,5086,4019,785,9038,3038,2252,9272,6808,6742
+,9039,8988,8711,2870,9541,8288,6118,6424,5600,1909,9947,5460,6781,3231,2829
+,4392,6222,2422,224,4471,1550,6418,8789,6023,8866,904,1362,9005,4816,6204
+,1390,405,9436,3072,9898,7700,7477,1434,4255,1539,5536,2416,2411,9544,1785
+,5102,4675,1436,2175,2383,4726,5045,6025,8557,5761,896,5140,2254,9363,784
+,1035,5322,405,2878,149,891,816,6175,5127,8870,7122,3065,3858,5948,5024
+,8396,5302,7342,3649,3893,2363,1779,5951,6183,2078,8127,5899,2188,9900,3045
+,9453,1826,7495,1663,8669,1494,8341,2420,9835,2307,8530,8727,5930,4050,5818
+,5164,756,8263,5796,6454,7012,9974,319,7526,6964,7602,8153,9703,3295,6130
+,906,7430,2925,3855,5230,6853,2927,9853,8008,98,5308,9390,264,5261,5674
-,6675,1641,1527,6125,8813,3865,8050,3317,9761,9569,8851,3041,4226,8960,5695
+,6115,4710,466,2991,6763,221,4988,6202,9672,6130,2173,6792,3866,876,5884
+,3270,6609,8885,1826,7488,4193,387,722,703,9896,7430,7333,6686,8070,1488
+,5461,1957,9232,5638,7126,9316,9574,1618,1239,273,9970,8280,5513,6911,622
+,4530,5454,8684,9071,7487,3271,9958,4705,8853,9113,9233,5281,253,703,2602
+,1980,1112,3771,465,6227,1328,7749,1233,241,6694,4645,8783,5073,9850,7283
+,8878,4645,4352,7210,795,9590,6904,8607,9814,5945,7614,277,9926,3291,8962
+,9290,9616,4280,4972,3323,6853,3865,149,5586,9090,9777,732,8480,5762,1746
+,9702,9320,1354,9551,1341,2803,4547,3949,3006,1154,4158,8174,536,2149,9544
+,9766,1363,3447,5621,7739,1058,9756,7805,9104,490,67,2181,7995,1509,3102
+,5630,3569,3367,508,3533,5787,6447,730,4795,1294,298,1558,9154,6358,8916
-,2743,7491,3928,4612,2675,7332,7464,9218,1134,6471,482,2896,8163,7918,8632
+,9299,6901,585,3627,56,5738,6076,8089,3948,4438,8684,7130,5627,3800,1719
+,1919,8724,8599,6529,4123,9195,9502,7746,1788,4483,4980,9632,7610,6940,5100
+,4669,5447,2079,3339,5922,663,4100,4511,3531,8321,1452,8142,6291,3141,9789
+,9654,1865,5548,5151,5652,7016,4843,9004,9956,7513,9326,505,1265,9696,4058
+,5741,5189,952,3313,8561,5534,9547,7164,8783,110,8237,3527,2188,518,1901
+,1327,8572,8360,5132,1979,2053,3240,6392,6650,8276,5340,431,6389,3792,8638
+,8949,8305,1480,1897,7821,8426,9897,5416,640,2898,4750,7854,2680,6262,4691
+,9591,8918,7218,1173,9973,6738,5284,3777,5872,292,7205,8309,5645,2659,7946
+,2998,9079,3058,5631,1524,9756,8149,885,1685,5417,5002,3539,7667,557,7255
+,8009,8937,1519,5652,3102,2565,3071,6966,1519,7122,8896,6862,2752,6540,5468
-,4002,851,9375,4278,7197,7190,4906,1467,8642,4224,2909,19,6906,7378,104
+,4953,9468,3607,8946,4743,9556,7897,8461,8250,2083,6002,1351,5571,9032,7125
+,1473,3495,8812,8796,531,8391,5528,7086,4615,8752,4868,5223,5134,8723,8706
+,193,1891,3729,6628,2888,7148,4464,8984,6601,6089,4857,4579,7452,6055,1338
+,2837,9777,1396,3205,9766,9199,2680,2451,1459,9992,2206,9721,4448,5421,5635
+,5543,1193,1020,5949,5862,1243,7210,3130,9907,5411,663,6548,9879,8873,783
+,5199,5830,1882,3454,1533,7430,2290,6666,5110,4964,8851,5061,3580,3127,5385
+,487,523,123,8586,6727,8056,4472,3707,3129,1710,5907,1585,8185,6994,6482
+,9781,1542,6256,8313,9282,9819,4551,9084,3104,974,3521,9520,6872,3920,3986
+,4641,9494,4198,9819,1624,8039,8084,8593,1693,2893,3711,6275,7076,8081,4412
+,2130,1495,5928,5467,2131,399,3628,4925,7425,770,4543,910,8480,757,8508
-,7810,6285,7614,1361,4633,7372,2597,4841,3834,5607,6365,23,151,8653,5822
+,7559,1203,3148,567,5160,3552,811,597,3926,4851,6339,8062,9893,6075,3033
+,6638,8174,4741,314,8957,5767,4525,8038,6538,9621,9593,3054,6283,8421,1578
+,5670,9643,814,6328,1656,3185,3205,4995,1718,5814,5816,5946,4305,6456,8540
+,8752,6029,2052,2527,1591,8219,8315,3069,7675,9467,3621,2630,5866,5923,9514
+,9301,2523,8968,1238,2638,8763,2424,8162,344,9906,6468,2283,4918,6268,6913
+,3751,2516,8702,8473,7079,4637,3556,5493,9743,9269,1434,6802,8126,3064,6109
+,8706,5444,5798,5035,5814,8906,469,9833,2702,7850,1939,6397,5022,2046,7190
+,7970,5326,3791,8074,7911,2036,7836,6097,9429,9555,6885,7384,2716,2529,309
+,6207,8269,9723,5780,9362,4805,5279,7241,8510,4438,9029,7017,7450,3385,975
+,2069,4069,3502,58,6438,5842,8216,7265,4426,2237,7848,5665,33,8563,9012
-,7237,8844,4975,3730,8086,2650,1742,1959,4931,7795,4280,5924,8328,2654,8789
+,8115,9017,7637,4951,7908,5269,5970,1677,9489,9259,5063,9199,4375,3754,3400
+,5742,419,1551,7382,8633,3469,4801,8871,9226,6417,117,9671,4675,3261,3902
+,877,4712,6305,6488,7892,7971,7119,44,3436,4888,7650,2272,7530,7907,5959
+,9068,9982,554,7089,4123,4665,8685,4251,357,4799,570,3813,2155,5711,4112
+,1011,8282,6568,5465,7460,9154,931,1112,6223,5108,9305,7757,1016,5162,2324
+,3923,9225,2327,55,9573,6549,9442,3306,529,7293,1451,5474,2828,7025,9104
+,897,2383,2235,3138,1146,9286,376,9770,1118,3639,8750,3552,4388,5378,2372
+,6739,5682,6484,6823,4911,3547,6916,5047,4814,2774,7278,731,9641,8009,5940
+,4942,5832,7696,6713,1661,8811,4312,4261,5947,4267,9036,8369,2990,841,4060
+,4766,4487,3381,9983,1542,2058,1489,745,7023,8669,9363,7002,8338,4546,5757
-,9586,8223,7249,513,1711,8582,4750,282,6503,9186,8581,9294,3207,7194,6596
+,6945,1405,79,4130,5373,2268,3148,7686,2253,9717,3346,8196,7739,1540,4014
+,5577,6915,3748,1765,4820,8066,7806,2905,9010,5831,1768,4249,8259,4122,1890
+,9408,5937,847,2816,853,6211,4742,8263,7076,1484,5239,7512,6834,1555,2210
+,9933,2309,7013,5152,4746,7613,4319,2010,5702,5938,4323,28,756,8545,1192
+,2986,3989,8201,4432,3204,6288,1185,1214,9147,354,7959,2478,4862,3561,7943
+,9886,4238,4532,4109,1174,1503,8160,6493,6879,3058,4568,5081,4700,5091,7525
+,6231,8566,3350,3176,2493,3460,4604,4601,2676,8902,6923,8786,6597,3148,2062
+,7268,2063,5624,5723,3933,1804,8135,5223,881,1122,3232,914,1860,447,3864
+,3907,5593,3478,3087,4260,8526,2332,6700,9681,6997,783,9875,2646,8026,1989
+,3252,8610,4447,7463,8057,6605,8545,975,3783,746,29,1441,6637,8466,4976
-,9529,9410,3734,7297,2825,5849,5731,732,9681,9831,9422,2111,7770,6145,703
+,4278,6387,4345,5347,1257,737,8874,1832,4448,7960,9279,4980,7603,4573,706
+,9851,8745,7910,6431,9827,7525,6504,8352,5110,4512,6467,7331,8352,6364,2898
+,2933,1504,2627,3981,4622,1537,7258,1655,7901,2323,461,1878,9983,7245,3904
+,1042,2182,9624,6405,643,1995,1184,7848,9156,2138,6745,4528,3362,851,5244
+,3438,5316,7292,4618,6153,3345,9981,7939,1944,7856,2814,3675,8436,2875,590
+,2157,6969,5448,149,7457,3437,9715,2627,4647,4977,1193,4669,119,8715,5583
+,8329,5993,3256,1371,8119,8145,6622,9220,9960,4399,9666,7293,8007,7157,6545
+,9268,8617,2783,1722,8084,8119,5129,9365,2827,3839,3901,2381,8990,2873,1686
+,7127,5746,1742,9155,6557,9787,9332,7664,487,9438,8840,1511,6083,6771,1512
+,7855,216,7849,932,1488,9522,1638,4357,3100,3515,8250,4700,7274,8752,4000
-,3682,5187,6158,4574,1134,7244,9339,8872,1726,515,199,4558,7075,4950,469
+,7507,9364,9449,7105,2293,5709,1174,8085,796,5687,6995,6906,9212,1196,2473
+,4129,3725,7051,40,9994,797,1110,4918,155,9446,9197,1403,7111,1267,7857
+,2204,295,1382,1886,6556,8030,2676,1546,874,1039,3858,5871,4110,1185,5895
+,298,9693,875,8747,9846,8217,8468,9829,3674,2129,3619,4366,1804,1019,7615
+,8900,293,7250,2557,1820,9422,1099,3527,2810,3392,7015,5033,7514,1407,5637
+,303,9976,3029,7574,6589,1762,9866,4451,6654,7816,1187,6345,6495,6766,3225
+,3734,6877,5734,957,1796,4183,8392,650,7329,7383,6385,9118,7023,3081,9929
+,7383,5830,989,3885,5913,8309,115,4961,718,4003,4636,8148,2915,2796,7987
+,741,2433,680,624,8009,9275,1531,3258,9916,8778,6602,9047,5811,427,5360
+,2235,4800,7391,4606,3362,1048,9896,3232,7106,3500,2501,676,1598,2575,4148
-,5479,3549,6897,1519,4379,930,9852,9557,5837,3226,4165,8789,6454,2238,9895
+,9215,3734,7279,3769,8204,9611,9946,5650,7283,6565,5723,6701,106,3712,2737
+,5099,263,6008,3674,435,9453,1165,4627,6114,1608,6142,2688,6915,7194,6578
+,1242,9226,60,9036,2009,8225,7060,5427,4730,908,1373,2658,9551,1423,1821
+,537,4030,6781,1977,3415,7402,5218,3440,8540,5500,5739,7705,9398,2283,3801
+,8021,5106,7444,1348,1179,9984,5520,8672,2764,7680,9269,4488,7925,3903,6359
+,7384,4347,6175,3138,8536,4661,4156,2422,5921,9984,6691,5427,5503,2229,1205
+,311,9072,727,5563,8065,9854,2206,6553,8633,4276,1151,7964,658,6845,1344
+,3469,1550,2497,760,3832,5692,6204,3334,4959,5178,318,8231,257,4121,1802
+,5887,4671,5009,1120,2703,9027,1710,7402,1206,7310,8290,2486,2327,2816,6802
+,1695,6660,1424,8974,2174,9663,3497,4728,853,9285,5975,1355,7862,5203,3227
-,5904,1321,5534,7978,4904,1011,3888,9454,1670,9835,2557,1787,7002,4375,9447
+,4692,1736,741,1103,2256,7934,4657,6609,1438,3462,7497,4303,8741,5403,4124
+,1881,5659,9535,9824,3672,8874,2318,3295,280,3327,9920,7985,2755,264,9749
+,4198,549,4880,5531,5438,6593,1921,4184,158,9602,5511,7680,3141,8817,1794
+,2652,5916,781,2060,2479,6600,7673,463,5464,6659,8403,2425,7621,3475,6158
+,8564,4309,6708,6413,6714,9925,3570,564,4803,1605,4084,9184,9590,537,6067
+,8151,3661,1135,7789,4960,915,3810,6735,7264,7175,6951,1534,1034,4552,8224
+,1493,2654,561,2084,5884,8655,3733,6720,6427,9518,7238,2297,6101,2865,7072
+,5459,6993,3205,6613,7147,9581,7075,9830,8292,3849,7035,7812,6807,9577,9246
+,45,671,8856,3741,3633,2104,9549,4010,6062,6852,6911,2301,6931,1684,2654
+,2603,6882,3542,1110,236,6843,1590,3425,9001,8821,2571,5818,3455,6714,635
-,4214,7109,7552,4937,4022,4179,1214,1370,8999,2898,283,6952,3576,1005,301
+,1591,7104,3277,3249,6716,4160,7451,987,7287,54,3874,3888,3392,1945,2036
+,7845,3256,9685,5168,9120,6632,6934,8908,2615,7933,6229,1243,3530,7297,9905
+,7951,3264,1966,5099,2299,3354,4477,215,2394,1800,9375,9479,4212,4121,3836
+,857,4081,8926,1523,4227,1022,4638,1787,2492,3318,5541,2716,7372,9551,9864
+,4334,9898,1278,5202,1268,1393,5727,4693,7943,8260,5021,6175,525,1212,9067
+,3474,6298,8545,8800,860,9150,2593,86,2952,7032,3585,9716,4048,862,3238
+,9403,236,4025,1410,8772,6598,1660,1737,6452,4640,88,5689,63,3976,7576
+,2557,2211,1194,3581,4302,9621,941,5936,8783,2118,7490,3057,4604,3893,652
+,4979,8673,3976,7834,9777,9845,35,5873,4066,6142,4156,1999,7623,3232,1239
+,9687,8306,2494,7003,3373,2217,4545,9538,5479,2411,1696,7829,3706,8505,716
-,6753,8554,4925,3156,3269,8897,2329,1888,1329,6057,7735,4849,9087,1858,4995
+,502,1837,3301,8897,4991,2065,7183,6992,2626,5915,3435,4869,8839,3177,3389
+,3238,4229,1550,5464,5545,3564,191,5126,1852,685,4307,7218,6783,356,3091
+,6398,806,1190,3665,4135,3152,3292,461,2902,5462,7992,4081,2332,7319,8660
+,9156,4073,627,3612,6221,1453,8513,697,27,7808,6817,2115,4197,1902,4040
+,5686,3105,8592,5615,3414,723,22,8191,2696,9540,9138,3718,1817,4209,4750
+,7232,9920,7448,5233,6420,9364,2176,2829,3579,4037,288,8140,7682,2681,7648
+,7285,5992,2221,5102,1908,5505,3277,96,6846,5400,3528,9437,548,4068,4023
