OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
+,3276,9432,9046,2416,4658,6043,12378,14441,13089,6957,13102,2936,6895,11414,14908
+,11119,11161,3401,12981,13769,11222,6363,5808,13691,4336,204,1325,4764,14634,6948
-,5601,9636,3604,997,7299,10112,4020,2970,888,2966,11066,4768,722,12454,14504
+,7741,12668,2248,11401,6900,10430,5190,14409,3489,9490,153,1466,2454,1441,13953
+,10226,12243,885,12955,3143,8889,11701,9294,118,14327,4496,10599,8415,1815,2453
-,2921,11162,5156,6204,12521,4317,14323,11735,12737,7125,11414,13390,4589,12866,12989
+,11140,14791,4669,2771,603,2548,4578,3126,12596,2199,10665,10091,5636,3181,12975
+,4129,5060,5742,167,10915,13040,1627,12990,14671,1842,10347,7532,1527,3155,9838
-,831,7776,7710,8293,8818,2266,6286,6506,6253,1128,12599,9317,29,13037,5508
+,6616,7697,11427,3343,3758,9209,8972,11596,9873,14936,13561,5447,11422,775,14644
+,7496,10710,6989,10603,7365,2417,6821,1365,557,1279,3991,3186,6499,11,1404
-,5829,11691,13863,2014,8524,1161,10674,7320,4425,7322,10121,12281,4287,7507,3253
+,663,8235,4463,1542,11891,9411,3265,2565,9947,12929,11213,216,12266,5253,13417
+,4114,7354,6162,4641,3474,14213,7241,3465,4494,10231,9796,6529,330,9748,7850
-,8522,1858,2801,10156,4196,3047,5971,7682,11882,8251,5390,5335,7787,6812,11504
+,11426,9465,9052,7461,9054,7134,7796,11028,4415,11429,13288,7775,2808,11944,7574
+,10233,10755,5600,1394,586,14062,14473,2191,4007,13190,14025,10914,14244,8684,5104
-,9837,4989,286,5832,9989,4029,11308,2061,5641,9779,1433,3401,9150,14305,3334
+,10417,8996,9184,2482,2976,3214,13712,9448,13471,3317,11738,297,10900,12295,9042
+,10553,5584,10672,6313,545,13170,14993,10156,10367,12735,496,9173,7774,13002,10250
-,14597,3678,362,4286,10177,12775,5129,4915,531,2233,7773,13456,10885,4162,2172
+,546,11783,11099,12179,12141,4332,4983,9074,4435,2955,5940,8994,6403,10372,5817
+,3208,12885,9508,11102,2227,1699,2099,5254,10335,9471,3188,6449,5999,3736,2452
-,13162,8929,14054,5689,14175,8753,6047,5244,4646,7368,13167,1795,14919,2591,13424
+,3271,3718,871,12566,3648,5884,14543,887,12659,10147,10341,6266,12825,3127,11349
+,11272,1237,11250,3328,737,12260,10674,10416,4501,14193,374,14746,2417,8803,8530
-,9936,7392,8919,2645,10719,6044,7105,3215,3442,5576,6632,14319,13834,14427,13859
+,1114,4165,7570,11995,1137,2231,10510,4038,1035,12419,3740,4141,11577,10932,11069
+,3272,11938,6383,5970,3203,3708,12106,13311,13509,2136,4951,1558,11327,7696,4749
-,11397,6764,3115,3102,7474,710,7723,4018,456,14425,4677,9950,2499,7762,13649
+,9303,8198,10128,7535,6657,4374,7554,9921,3275,2524,9699,1412,8328,4961,11015
+,9274,6916,6135,2746,5028,11345,7899,10773,7768,9905,11605,11053,7438,5294,11910
-,4014,5678,5312,2245,12899,5400,9006,2154,14771,13374,7940,6563,5012,13271,422
+,2909,6549,6796,6047,11663,5304,12607,5442,4516,11348,485,12693,3419,7174,3059
+,9724,4926,6365,10248,11832,2318,10255,1274,10462,1001,5765,4101,2363,5008,746
-,2437,334,6248,2008,8728,12270,13100,9701,8144,1919,10604,8092,10380,6788,6618
+,6733,6456,11386,13727,1907,9419,8420,7991,3535,12254,5076,9034,8534,10278,9140
+,1228,3700,6775,7900,11732,4968,4851,7509,9836,251,13036,7139,3868,7324,12872
-,5469,2220,3965,4477,1148,4743,1648,13278,3349,12857,5467,4664,5618,12796,8024
+,11076,12115,4673,10426,13903,942,4156,14702,1418,7560,9894,1640,7151,9704,13893
+,12643,13013,943,2938,3034,10097,13193,6276,13618,8513,2966,1422,5069,12725,9402
-,14442,12410,3060,14794,971,8984,7615,8842,7612,7956,7107,5284,6938,5139,2496
+,1295,14641,2634,4142,7255,10328,5161,11708,6001,7702,5508,7148,1918,6190,10781
+,10990,7291,12421,3303,13881,11923,10547,6635,4789,5916,13606,1736,9785,1827,14728
-,859,2592,6441,9394,13816,1781,5693,4451,8490,14852,9439,12484,14410,6451,4757
+,2780,2721,11429,13542,11548,13907,8810,1940,521,9714,4599,2014,12591,659,9417
+,6260,8553,1455,860,14616,10613,11184,4782,14515,7484,4463,8179,6795,9094,3494
-,1819,2317,1612,7005,2692,13913,6456,13260,10057,628,4477,811,5596,14838,2070
+,4949,4930,8303,4802,6908,8699,5894,9455,3846,12997,6022,8981,1972,13021,13702
+,14618,8863,10287,5223,4099,1402,12325,11144,3072,8461,6637,2742,420,13502,1150
-,14942,5488,6775,13358,6052,6855,12405,9316,2537,4488,130,14240,9199,8624,12122
+,9672,2677,11220,8537,7433,14943,13068,6221,5703,11487,11033,8130,5817,4012,10140
+,11728,4092,11639,1895,581,10192,7333,3583,4093,11479,12431,13373,12112,4819,2245
-,2091,2428,10369,5463,12164,1796,14953,6772,4166,2867,13476,13321,4216,14617,2898
+,13727,10801,1291,7833,8384,966,9642,4453,6335,5505,5115,219,13990,1060,1811
+,13633,4181,13042,1900,13970,5420,14947,6701,13337,14630,2982,5378,5117,10928,726
-,5032,13018,2762,7128,9299,11866,4237,14685,2383,11099,7056,2459,12662,5143,4517
+,1046,1104,3512,348,12808,2709,13291,1172,1150,4598,7355,2912,6807,10983,10445
+,9946,3827,9903,5681,8206,10977,350,6113,6165,12706,10571,195,3158,155,4011
-,2931,12053,3733,1762,7515,9588,7688,10369,1145,13867,7014,13163,1880,5475,11211
+,10399,6756,9536,14767,8636,11014,6056,4262,11013,2430,10540,12926,6375,12017,10132
+,8260,4905,4951,5930,810,13444,14391,3977,2956,9556,7471,14104,7744,2402,2881
-,10919,10413,2546,14295,6526,3769,5520,299,2483,12858,5169,8010,6887,10586,5947
+,5533,719,9169,5864,4434,12531,424,3662,5674,8854,935,3793,8490,14631,102
+,2142,4011,3969,4470,11820,4156,6320,2492,8107,11154,4735,6239,9793,8614,8967
-,244,9519,9348,7862,9292,14371,1506,11634,14397,10403,4228,822,13923,6890,528
+,3107,1460,2106,4778,13220,2194,9462,13559,11770,8628,9057,7628,10628,1546,3769
+,6866,1210,5714,8809,8679,14176,2367,3246,564,2258,2994,4479,6654,11715,9435
-,10291,5987,1356,7794,10150,524,6300,12266,12516,5869,11649,14621,3537,5638,2353
+,1531,6883,3753,11485,11990,6496,11579,2675,13716,13974,8308,11113,2745,14101,3197
+,12360,9886,12691,5095,8001,1216,6559,1726,3607,14126,7319,13157,456,3493,6534
-,3153,674,11855,9781,922,3254,14462,13861,4936,12560,492,11850,6083,6630,12372
+,2130,10437,5125,4127,11033,10599,6209,13747,7595,9206,281,7657,3736,4925,6033
+,4257,13590,10775,9116,2157,9124,3024,2534,7480,3947,9808,9893,435,778,13161
-,14844,14333,353,4468,4208,6177,2677,5753,5049,14867,13483,1277,5041,13917,3375
+,9337,317,5729,4233,2047,6130,14970,9973,13697,14614,7568,6959,4363,2398,8398
+,10182,4647,4723,14370,1265,4662,5899,12408,12052,7538,614,679,10815,7576,4059
-,4604,11441,3845,8933,1178,4507,3131,10982,6788,8841,4076,13446,8608,13437,4997
+,2580,8717,5800,11121,1413,13247,10289,1910,11518,13800,3583,4143,8092,13792,2352
+,6373,6304,7773,8413,5356,3952,4318,5497,8588,14563,13572,12261,2984,11531,5455
-,5342,4608,12918,13745,2753,106,13312,5142,103,10243,12863,11320,12034,2694,6799
+,4838,12087,12143,2982,11901,13528,2808,14725,14014,2873,9369,2569,7935,5492,2070
+,8189,10916,6407,8529,13352,7966,14140,2449,10276,1843,1382,6078,12579,8336,13910
-,1187,8588,11578,5513,1202,5163,9947,7972,1848,2615,4509,1118,5212,1285,1858
+,827,6912,4277,9281,2799,1683,14761,13152,343,2156,13702,1697,6442,5063,5037
+,11298,6504,470,312,429,1670,3788,13219,7240,6109,11197,2323,14129,89,2338
-,9067,1419,11867,12303,10345,563,511,3479,11342,12556,12788,3887,3989,620,4179
+,11430,6469,5988,13649,14615,10031,795,7865,9695,12370,6099,8997,5164,3507,883
+,11819,7798,14599,9750,6111,8856,7786,11999,13106,2606,14622,2727,5801,3992,6397
-,3648,10099,4586,14983,7914,14244,5434,7724,13042,3104,8960,5472,10109,828,7791
+,1209,195,10160,854,6057,1003,5611,6185,11961,7668,778,10942,4137,13398,8151
+,9211,13787,3860,9129,2077,2885,4919,6566,3070,10066,12015,6172,4926,13868,6214
-,6505,11246,3459,13831,9668,1978,13092,8790,194,6713,7842,13423,11039,12117,14473
+,9618,9535,4261,2408,2152,5505,12041,13384,14097,9410,8718,8386,6188,2310,3004
+,12395,9415,7030,3173,8649,11726,14634,2267,12408,9589,10056,7065,12321,7928,3193
-,9745,5261,12681,13091,10065,5535,10573,14810,12619,2259,758,4569,13784,7118,3110
+,2887,12534,14328,12582,5551,9375,11451,3292,7842,1388,10942,2764,12438,14569,5659
+,5581,2791,7264,793,8913,6716,12842,13899,3979,6900,362,6825,2056,348,12026
-,8508,2533,14327,7776,7493,5144,9468,5986,3675,12893,12828,13254,7909,12984,9554
+,2423,217,10883,9255,3881,9993,10797,7339,7848,10405,14041,4868,5536,8088,12042
+,14116,14855,223,977,6994,7893,11156,457,8413,8021,2235,8297,6753,7080,3023
-,9259,4612,8113,1187,14729,4043,10784,7098,10544,11413,14165,13895,10165,8991,12229
+,10849,14208,7432,1162,4005,4597,1615,3013,12099,14431,4492,4734,9782,14173,6181
+,3420,10539,13932,9679,6965,10136,8631,3374,6978,10037,1405,3830,527,6745,3918
-,5851,1111,11646,14416,13289,11786,7803,11894,1662,10985,4548,8427,9145,14057,9931
+,13039,13907,9227,7239,4060,3770,11213,278,13106,11769,12277,1944,947,10984,1532
+,6606,4503,8312,7685,1702,6482,11748,6547,14400,14275,6785,12496,11276,5234,6560
-,13026,883,14776,1547,9687,624,4854,3124,7927,5010,5319,11682,13483,9963,6284
+,9325,6556,4407,1818,6557,7238,7533,4594,11435,3923,9603,9410,13959,3478,468
+,5983,1157,14028,14314,13084,2037,4317,3725,14426,10705,7322,8439,5837,6068,14372
-,9849,7085,5545,1446,4944,14642,2949,1494,14503,12684,5243,7399,14242,14713,13009
+,9880,6851,2994,13380,2749,6133,14118,3876,13028,3631,7971,5025,227,1446,13100
+,1155,14086,4213,5094,11613,10025,5120,14611,4296,12592,7888,1679,8606,9745,12552
-,390,8345,6982,4029,8886,6920,7684,14446,3672,14802,5904,14418,9211,659,756
+,14336,6686,7718,13415,11823,12085,4771,2936,1656,7149,4383,6489,7035,12875,12941
+,14674,7944,8745,12028,10058,6270,9240,4687,10735,10863,6695,10200,6653,14109,12394
-,14081,12057,2925,13325,13411,3083,4151,11970,9431,4385,6898,14736,4955,1962,8812
+,3006,667,2836,8596,9665,14243,11489,7004,6309,11815,3331,13330,9272,7766,11754
+,12188,12135,3620,13034,11912,508,13424,10108,1106,1429,7646,4505,5455,2124,1525
-,3994,4422,3655,12958,12360,10592,14283,11794,8704,10490,13931,10673,7444,13383,3446
+,2769,4386,5402,8483,7436,5796,5325,5082,2732,6198,2893,7638,5279,6230,1163
+,9665,3368,14657,11174,13432,3891,1059,7065,14530,10402,6999,10351,5033,6291,5814
-,7564,2185,13591,239,7602,3607,37,12530,8920,9172,11539,12562,1517,12829,7780
+,7752,2595,10844,12998,11244,13578,3865,1648,5401,1493,8343,3988,10455,14447,61
+,13098,2266,10492,7928,10500,9788,10208,14271,3713,13476,4375,1301,13224,12839,10733
-,6483,14209,955,10763,4326,2343,6488,7298,5055,9824,3987,6094,2605,6626,3366
+,105,2623,13042,14763,11,9614,9763,3629,11576,14009,11118,11767,12780,3282,9481
+,14938,9612,3463,2092,1682,5751,1296,7996,6360,4440,8955,11354,1455,4534,2680
-,1995,8851,13090,14208,2169,6543,3105,8261,9053,9017,4640,8311,8110,8824,9103
+,2007,4842,1809,1486,8586,5758,14532,8881,1126,5499,7975,11997,3414,9791,8165
+,6401,4176,1124,11983,1842,9367,7300,5742,3002,5918,13135,5025,8935,4715,8496
-,12923,99,11467,10095,6847,3800,3497,6441,6065,13193,5550,8857,4916,14575,5147
+,1141,13258,13204,8350,13544,363,7876,9493,13976,5448,14216,8652,3230,9740,5715
+,12670,2613,7095,3992,13732,5188,4533,4430,12788,3594,14353,4614,5182,5481,756
-,7216,13665,10406,9738,7031,9544,9638,6174,9548,896,7475,11977,11838,10675,12767
+,4275,2018,2872,8921,6722,6624,7551,9327,13803,10450,6483,1597,12965,14912,14049
+,9199,12156,8837,4774,7984,11388,7112,12393,5050,5223,13747,10993,13557,3918,13583
-,4921,6217,5561,1041,4914,440,5133,4564,3588,2085,2967,9373,3693,14894,6001
+,7224,11931,12698,2481,6224,5415,11854,13910,14433,9483,8144,7976,13509,6372,175
+,4916,317,4600,9909,1908,4824,7280,913,1385,12064,13202,4237,10033,114,3499
-,13874,14593,10499,11866,112,13560,10260,8555,1629,5863,7492,11975,968,10788,3029
+,5693,3608,12157,8407,5030,13458,11081,11154,7178,5323,6449,3489,11837,359,6224
+,4421,4075,11699,5040,12732,4333,6019,8447,1895,6472,11853,10175,9978,7986,11163
-,8502,9104,9891,5385,5661,5219,10107,3785,6275,12013,7619,3115,5564,5262,14335
+,12962,6440,14136,8548,1135,8792,5354,4098,5343,8897,8685,2353,3678,8096,12388
+,7312,3389,14282,9327,2652,977,1597,7537,6903,5838,10543,10288,26,5907,11944
-,1558,7398,8733,2871,7110,5061,11672,13739,9448,1956,14723,12253,14152,12876,12581
+,1038,9899,3771,53,9509,12535,14751,615,10645,1777,1191,11692,4933,11375,9145
+,12250,10639,1409,8330,3523,14881,9169,2653,5969,14693,8053,6083,9506,7757,1964
-,1654,13075,8697,1098,759,8619,7875,9310,8575,9783,13898,5277,2992,5646,72
+,14744,8786,3279,45,397,2130,9476,13982,5929,7035,3282,1594,14391,12116,9764
+,3068,10371,13180,12037,5204,12573,10053,7389,11151,4290,9363,13790,9347,9574,4152
-,4258,12971,5036,10292,12673,5397,14875,5743,11314,4222,14046,2042,14405,9616,14001
+,13262,6697,12126,7230,1265,12300,1154,3520,6845,6138,3929,3538,8048,9205,5084
+,8173,2464,14429,3971,8748,13675,8485,14907,14156,6515,4810,11809,13137,1125,14416
-,10228,8923,12911,1730,6510,1298,12982,5471,13230,930,4768,13238,4732,7126,10135
+,13037,9932,2723,5643,5972,11092,9829,5548,8742,13794,1960,5453,1400,5817,14830
+,7839,6219,14564,9836,12215,4124,5631,454,12640,13888,7218,3139,7468,2883,5412
-,846,11618,13294,10491,2778,9156,7180,10891,5918,9286,1347,12408,12828,3654,5275
+,7374,2993,2776,12571,1259,14225,7275,1921,5582,13662,13426,4633,13008,902,5114
+,14270,1718,11325,3316,4139,11184,4496,6501,3518,9337,14583,8193,2529,12814,14891
-,13613,624,965,14267,3867,13499,13071,7780,258,14096,13173,3651,10140,4081,7140
+,14489,12119,14445,6859,14291,7103,6081,6046,14618,6670,9718,11350,8950,13827,14128
+,2212,3711,14775,3638,9093,14132,7102,10628,822,13278,8488,14067,14668,5459,13050
-,2052,10,2008,10286,8340,6392,11949,6703,10976,8296,10535,14529,1403,13372,13345
+,5257,9480,1821,12491,12350,10268,2590,12908,368,2029,14385,1618,8666,13492,4321
+,11501,837,5186,740,11475,6371,11149,2796,8707,7453,1775,2552,5819,7465,2982
-,4791,2012,14335,8537,3937,537,2194,5070,6429,623,10964,12306,3658,8765,6104
+,10588,14952,7347,14276,8905,1762,2099,3422,7702,14519,1219,3686,14312,10894,204
+,5992,3768,2596,5403,9000,11134,12032,4242,3743,11559,388,11213,6168,213,3591
-,8394,798,7045,4586,9229,11550,10803,5743,8231,6877,9804,10350,12475,8234,2062
+,4673,1603,6558,11723,9615,11798,13784,4262,1920,8144,8904,8485,5817,7604,14206
+,2960,10238,12070,106,9961,2102,2977,6871,12584,11292,7921,3273,14664,14757,9103
-,4163,14101,6618,3425,8505,645,9509,7836,2946,8152,12765,14506,6047,13265,2210
+,13624,12026,3363,7285,7050,4541,12539,12763,8336,9395,10406,14969,11808,291,12321
+,7379,6941,8149,5434,11598,6589,11096,3312,11183,12790,9721,7538,8754,1410,8889
-,4608,9214,339,9350,1053,2294,1343,8789,10086,1580,9792,4639,1385,4901,11934
+,12258,12659,12700,11390,4799,11872,2421,397,5499,1473,6032,14135,964,12978,8956
+,8266,4050,5726,7824,6596,12988,3815,10954,11387,10063,3819,14920,12865,12445,11731
-,6080,9039,6226,2768,6990,5847,6147,4705,3925,2921,4094,8862,1914,11481,5393
+,4279,8882,10093,12382,12674,13185,7207,13119,12105,8627,10360,4939,2497,1195,5528
+,11954,6765,9287,5004,12908,219,14540,14814,5188,852,7599,14635,6473,5902,1190
-,10799,6428,6823,7458,8524,13243,1569,8642,2201,10480,12457,3757,6335,6244,6709
+,4804,9286,3769,10185,1881,2858,12986,5948,7442,12289,13991,4765,12864,9945,10582
+,11190,9037,11467,13552,14798,11016,4475,9136,766,14540,7862,8352,14061,14331,10058
-,12319,629,355,3448,1649,3830,9795,14002,9204,9396,9669,13032,3525,4264,11500
+,10147,9786,5759,10656,5165,6385,3214,467,11737,9285,1055,5221,2895,7917,9234
+,3393,8186,2216,7781,12370,7258,10895,11636,7162,5609,14545,14578,2326,3243,6230
-,10384,1512,14746,11893,11518,14489,6746,4587,8816,13720,630,10000,1031,10419,3931
+,6433,4960,5696,2833,2538,5458,1189,11797,6467,1412,3027,8689,4294,1544,6496
+,3821,5255,11386,8177,4679,14438,9420,3385,10345,5017,2899,7783,11968,3862,1557
-,7381,2573,10516,9293,8052,733,9270,3302,709,14314,4122,161,5847,10498,14288
+,12803,699,5376,442,3994,4618,824,6077,13421,14870,7415,9189,11337,5942,13562
+,2497,7392,9868,2046,947,10340,6081,1419,9899,8769,231,3153,4907,2873,7427
-,11373,13366,8478,6519,10890,2904,10240,14507,13679,2537,8482,10934,14584,14858,10274
+,887,6894,507,844,9412,5429,2682,6398,14580,6257,2939,11697,14550,6426,8348
+,96,6876,6555,6382,6626,14795,7024,11209,6775,9519,6571,13582,13514,4571,13163
-,2585,9086,13371,14143,3527,4889,14744,4490,6565,2759,11696,3362,3534,14514,9160
+,9797,7672,1780,9024,6957,14769,1497,59,4970,2743,1174,8284,8617,2873,10191
+,9206,733,8733,4882,12830,10660,4131,6134,6411,2177,12218,11184,1926,8516,9155
-,919,13253,12114,2952,5126,9541,8744,13212,5861,12450,4916,2488,5411,2608,7222
+,11562,14737,6559,935,4225,6601,4422,1869,12377,4663,4931,1549,3405,5987,5062
+,382,14965,5381,12267,2284,12031,10619,2013,11958,4299,5549,5920,13728,2127,13108
-,3661,1956,12306,3019,7456,13941,4583,3513,2048,11707,11981,4291,9104,4097,12248
+,12918,9662,14444,2749,12786,4041,5381,5967,3030,4507,10021,10840,10389,629,6955
+,2364,10904,9848,3219,14823,13069,14357,4694,3883,815,2502,8873,232,12170,6983
-,7633,2546,11552,9501,14330,12648,242,14525,14531,7292,14321,7902,5478,3846,10357
+,9971,83,12673,9153,8166,4994,9792,4454,11831,1074,12930,5968,5336,7233,10048
+,4090,4209,11420,7799,3992,9769,1266,5558,11562,2004,5444,4939,6229,12593,11350
-,12497,10778,3584,7537,8622,13497,1379,2919,8289,3874,9935,12491,2575,5628,8193
+,1555,6059,8058,1505,10560,12940,7606,61,4228,13822,13832,3032,10047,10726,4723
+,5477,6034,7841,7632,5216,14821,5793,5643,11398,6359,5681,12851,12534,8237,9918
-,2982,9731,14361,6707,13038,5670,14836,378,2785,6942,8453,3766,11430,5421,13076
+,8653,4372,7063,4032,13596,8354,10804,4648,3024,3844,12021,5389,10592,8383,13624
+,2054,5145,2335,11020,11934,4870,14691,13724,13394,4004,3458,10543,12631,8566,4459
-,12344,9373,5826,931,10961,13363,5348,5080,14821,7979,9187,6693,4448,5577,4360
+,5652,4970,8058,2357,9685,2891,766,13392,7896,4479,10951,11847,10971,10167,2774
+,8988,12434,7748,2282,4686,8957,3611,666,11227,13898,12353,14810,540,2442,9364
-,4687,11958,4643,3371,11751,3597,8936,10754,12591,6067,2884,4039,7452,9888,3615
+,13702,2266,12189,1258,5475,3819,4782,1707,2739,10464,14046,6996,12332,8356,7906
+,3724,12229,7380,8397,12422,6122,4855,13470,10232,808,7831,2735,10240,7036,4148
-,1967,7924,330,6978,562,12792,2556,2047,406,6874,3900,469,11044,13858,161
+,11071,7621,2037,12836,1259,11897,12238,162,3757,4244,10514,11186,3855,6076,7246
+,11136,4449,2035,2969,1019,6092,8049,14936,6356,6146,1707,14525,2209,6675,12177
-,208,13631,1304,9671,3391,11789,5560,1441,12704,5170,5038,4107,12642,789,14167
+,10420,14342,2824,10120,8984,14086,9615,10185,10263,1116,10266,129,4248,13055,352
+,3658,9074,12159,615,259,6640,9865,1149,11782,9371,11750,9909,10727,4488,4594
-,2811,2234,6537,14665,1203,2453,3102,12405,11509,13353,5730,13292,5452,5914,6431
+,7063,3354,13819,4493,11396,4042,8522,2909,12803,2230,1924,9471,11290,10107,12848
+,10862,5395,13394,14165,13685,14031,11966,8196,10130,10578,5807,11928,8346,13156,9934
-,146,10042,5580,12223,8302,11261,233,8644,7222,6198,14151,38,693,460,13697
+,9321,10696,4974,206,14687,13899,14685,9296,12073,11101,12410,4032,10992,14640,281
+,14419,2457,1191,9364,10643,13908,7304,13713,3268,6365,10752,2269,2997,8745,1597
-,3962,134,6462,6685,569,7496,10215,10846,9368,6276,14236,8034,4838,1397,4625
+,3133,10979,12639,13342,6215,13398,11563,1576,12961,3214,10207,3246,9993,11380,12909
+,13668,11510,5900,11375,7185,2649,5240,10528,13775,13869,10013,3579,9362,10377,1757
-,12368,3891,13387,9769,2607,11737,7737,1500,13341,2923,332,577,6277,4766,4657
+,2298,13829,12643,9825,10984,12544,12253,9600,4250,1822,13479,12566,11970,3443,9691
+,2224,5924,10865,9140,12871,2289,11747,4673,9647,10849,14926,9223,4283,14479,1162
-,11843,7267,1131,2131,13980,9950,13655,4631,5039,2344,14160,14603,1857,6383,876
+,4449,6599,2523,14633,3143,982,1986,14541,929,72,8509,1931,985,1137,1453
+,10118,1583,7325,14161,8445,9807,1276,12841,4714,2351,8199,5000,3248,11760,12668
-,2403,476,3130,3303,7770,10729,13374,9118,4566,5640,911,2740,1609,7321,6102
+,6784,7706,14369,3110,2860,9551,10094,361,757,10299,3319,1494,12480,2596,10536
+,12981,8702,1619,729,8838,659,480,13098,5717,10266,9032,11484,14970,5685,2239
-,7752,2595,10844,12998,11244,13578,3865,1648,5401,1493,8343,3988,10455,14447,61
+,11300,1238,2154,6443,10826,1408,10193,13403,6746,2556,11371,1723,12257,3463,8921
+,71,1098,12773,1159,3249,8082,870,9756,5427,694,13897,7396,5852,7583,2700
-,8107,7005,6107,8238,11883,14566,635,8092,12795,156,13837,13840,13973,11331,13825
+,14253,11142,5626,6088,5760,706,14227,1531,7780,12375,4678,13879,5076,6193,14131
+,14262,7187,4442,13530,13542,12136,12334,7730,13618,8084,13364,14199,12989,993,6526
-,13916,8099,1762,8270,6937,11219,9039,13841,150,4031,4763,8883,1086,14602,825
+,6499,10407,753,6785,11675,12606,15,9434,11098,308,10608,13183,7013,14226,839
+,11108,8738,5511,10101,2076,12910,2913,1054,7696,10357,5913,11617,1039,10387,13576
-,8207,5455,9564,1410,8740,13611,3685,12863,9916,2271,2644,11592,8214,2086,10286
+,829,5719,7412,3138,5852,11914,1705,13755,5892,2793,214,14056,9111,10875,13935
+,4184,148,6243,12465,3582,11067,3964,2778,1296,3708,2478,9561,1916,14031,527
-,11836,11423,1706,3105,1702,2383,996,14429,5629,374,12126,970,1468,3224,7053
+,7869,52,5937,11372,815,10249,14359,8933,192,3622,7083,3426,5689,12971,8032
+,1327,7428,14875,2441,10842,12656,9039,10502,4592,1496,3323,9508,9178,478,4573
-,3443,2356,7600,14225,2149,475,12076,8903,5618,3918,7823,8546,1497,46,14848
+,13211,1732,13412,12523,7410,7132,13442,5260,4619,1220,10100,4758,8249,8373,12099
+,8903,14229,13693,2553,4522,7231,12687,14871,1718,2987,11600,7604,6445,319,2496
-,2210,4038,2809,7675,8038,1288,1520,8670,8376,12963,8955,13302,3487,1540,4205
+,12978,6523,11245,6172,11778,3155,4483,3847,14024,11177,4238,3447,3814,10998,9916
+,8186,7208,7163,983,10703,3493,7201,9627,13010,14203,3226,8482,5912,4096,1267
-,1755,6059,6311,11767,7522,14978,8481,8169,1562,10055,1112,536,8898,179,12428
+,3335,3494,10915,11474,6176,9841,2840,4891,7910,6449,7758,13834,1440,1661,4310
+,5246,3794,1439,9854,10162,2552,9195,4457,2354,11745,6634,8340,2903,5201,3278
-,10130,7349,5225,9351,8612,3231,2009,1238,12079,6279,1930,7066,3743,9408,11166
+,1112,5966,469,11566,12282,9952,4009,7517,8284,10464,3711,10452,8171,13914,6105
+,3719,1520,11506,9289,14063,1895,13716,928,6642,5466,14821,9593,14285,3568,2358
-,8899,5261,8111,9498,6684,9309,14521,4813,6435,2382,1962,5055,14813,7253,7710
+,4127,2951,11229,14373,6536,14450,12606,10085,9472,12101,693,4331,4341,11421,9256
+,6659,13395,8396,6094,13421,14091,13499,3202,13635,2407,13017,6879,1934,3389,496
-,14196,14451,13427,1005,10542,7110,4986,11560,4258,7321,8931,336,5774,644,11927
+,4956,4230,5405,9442,12440,13358,12778,11485,2082,4352,8519,3365,357,1176,12311
+,493,3634,9135,8590,3592,5570,3364,10554,12746,4091,3800,3063,3051,2262,4969
-,7342,10940,3872,7404,10376,1734,1563,4606,9489,14861,9938,7609,2359,4199,10734
+,12602,1352,6436,7238,7605,11738,13385,2573,2742,12408,13829,12594,60,12292,5870
+,7326,14276,5240,5861,1995,3354,2140,8244,1786,4180,1254,4824,9062,10641,13765
-,9429,9759,9887,3878,8132,8859,14935,8378,12889,5758,13189,2380,1271,508,5139
+,10492,6100,2915,7426,5843,1568,9377,8690,5599,10228,14622,870,7052,14833,2736
+,14445,14963,3595,266,8934,1479,7479,10310,2578,1859,11603,7833,6708,8038,14919
-,840,11749,12935,11824,1412,1735,13965,4256,7305,12313,4434,7381,760,12169,10997
+,490,10503,2443,3761,3890,10685,3948,14311,14863,11248,13176,1846,9493,3063,8199
+,13516,3135,451,13267,7773,7788,6790,14795,14296,7105,5091,3657,11552,1356,10898
-,11298,6504,470,312,429,1670,3788,13219,7240,6109,11197,2323,14129,89,2338
+,8002,12997,12331,160,1293,3356,4210,1433,11073,12320,1139,9779,9954,6484,13994
+,2382,14203,8208,10023,12754,452,3178,6776,4341,5541,6428,2921,12571,2386,314
-,8348,550,12477,7336,13602,2799,10465,4938,821,9449,9363,14903,5745,11860,14128
+,14775,899,5179,11493,2267,8788,3651,6730,450,1099,13176,14612,1238,1584,5436
+,10574,8260,9478,10731,4330,8837,2250,6362,11603,8050,12759,6354,6417,13216,2515
-,5622,6662,9813,8964,10260,8415,3711,1907,4892,2720,9050,9088,123,5599,13263
+,14333,9048,649,8356,4443,12450,1746,7870,5128,13997,3379,9721,2367,244,4986
+,6413,7667,1518,13466,10188,7995,3569,12835,4199,11277,5101,10130,4032,6123,3953
-,7306,8729,14471,2666,9957,4200,5220,6730,2403,7754,834,11575,10918,3078,12770
+,692,11832,5450,4799,10802,12525,12348,12614,3575,443,4106,14690,12108,5424,162
+,11677,10214,13825,6596,5418,51,6618,11967,7141,617,7473,360,11133,11616,12926
-,6969,5986,6842,14477,6975,13899,13261,12606,8686,12778,7809,9432,9629,5495,9567
+,5010,119,10303,10101,9285,10339,2024,5366,2624,7204,14735,547,12011,9712,14565
+,7687,11021,5931,13389,8704,11679,1498,5440,3709,4424,6565,14699,9533,2145,2394
-,10763,5159,7953,10998,8301,9843,8430,6291,11359,1030,12015,7556,2516,4491,11747
