OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
+,11547,344,6454,5080,5662,2131,6704,10884,3452,5679,13311,293,1069,8983,897
+,8329,9767,10315,6363,7068,10732,8480,13844,10879,2683,329,13425,8995,8221,1133
+,14885,9622,349,9596,13788,12964,6097,7295,47,5123,8517,6907,14067,9097,7038
+,5624,11965,10081,14734,5627,12420,9838,10034,14699,8696,10906,11861,8994,2255,1960
+,3729,3807,8932,2244,774,14442,8269,10614,3881,1411,10776,13628,8337,8349,1570
+,632,13068,12555,4376,13926,12777,8222,5916,10263,5666,7902,7009,3953,11815,1985
+,6310,163,1610,249,484,4813,10224,4017,5361,6837,10116,14533,7128,14363,12029
+,4683,2552,11983,2630,13685,14977,5556,2087,3114,2649,8227,4277,13957,5408,7932
+,10117,10855,11841,11976,3023,13616,14274,13920,2426,2279,1691,1374,6189,7610,11936
-,10110,8232,4547,3845,4840,3797,1304,4454,440,1331,4005,13454,4655,10723,12347
+,404,8402,3075,3699,10650,9846,7690,5068,8269,6664,6380,7715,3183,7391,9563
+,13927,14306,10097,3164,13880,6942,9403,727,12012,2590,9274,6707,10119,13751,9115
+,3950,13877,5610,9727,5835,14221,2517,14325,12920,1295,7483,10395,2382,3098,14001
+,4130,9856,12572,1678,7510,10430,3109,6895,8981,3692,928,6861,6249,10027,4760
+,10683,10520,7514,3473,4996,13401,1657,13356,6521,11935,12748,2046,6018,5979,7515
+,7941,14381,3637,3350,10765,7928,2374,11925,8153,8262,1887,3449,10747,11100,5942
+,2513,1089,11787,146,13808,10605,6323,5104,14637,4738,3797,4550,3223,4738,10720
+,14378,9230,10609,8967,10636,14584,7285,3142,4720,14910,7119,12143,3758,7620,4406
+,12215,11050,10563,10185,4885,10153,6950,4416,8909,14492,5536,13362,1018,9319,9790
+,9979,918,12165,4529,3138,11562,11279,6152,3558,2823,799,3351,283,2981,758
+,13905,13002,1511,1709,14588,2962,3999,8843,5608,14064,8746,885,7688,13360,5020
+,12051,102,621,10060,5744,6262,14888,9929,9292,10342,13972,1249,4330,7141,9187
+,4254,3160,12377,2569,4720,12614,5581,2123,4826,12198,10389,6983,13878,4452,14129
+,13097,13846,13672,2337,11324,9949,5548,11052,11340,4838,7091,8651,5366,9877,14552
+,1074,10739,643,1057,11257,11417,6090,13355,2256,13445,6180,9825,2299,2322,11644
-,11688,5821,13838,1833,4455,14299,5672,12220,11412,437,14848,7165,9617,10786,7293
+,4189,2502,3502,7931,12964,11692,9804,2751,10218,5685,6621,9524,2284,537,5980
+,14072,9282,13557,11338,8703,9632,7288,4742,11725,6594,4114,4661,2369,13162,2648
+,5616,2304,13823,894,8779,11866,1067,1077,5121,6764,11977,6694,13616,10969,1946
+,1507,7719,14305,14903,2255,8062,4874,5612,14576,10951,12765,5437,10315,8566,232
+,1999,12778,6303,10020,5786,13160,13410,939,9581,2298,2576,8416,9617,8660,11239
+,4516,11426,4271,8213,14862,391,14209,9004,5212,5154,9548,4251,5802,11879,9339
+,13186,3218,4104,12546,2172,10579,593,2499,14789,5747,8759,3432,5583,10483,14088
+,3461,7178,10155,14281,7243,5131,2377,4374,4285,9273,7176,13558,7043,10349,14761
+,7070,7030,8955,5839,2568,13681,7240,10480,624,2805,5211,5130,12181,4564,11386
+,5428,9127,6364,13066,11687,14537,8876,5523,558,3449,5389,6874,2594,11973,11432
+,10714,12656,7580,3482,1390,14161,5943,4918,5782,732,7549,13448,5252,8776,1092
+,14759,10417,11012,12071,3704,5874,2568,11337,13434,5232,1470,7166,10762,10668,4323
+,9673,5682,8770,12266,7770,1662,2818,10491,5924,10183,6642,14480,6392,13326,4668
+,14013,4183,13672,5003,10762,2848,14197,2775,11288,300,13754,14207,8280,6690,13183
+,8450,7418,8067,3968,7583,14224,14448,9905,4191,9281,6518,10825,14774,9072,3017
-,14562,14830,14029,1730,12164,4117,3930,5055,5622,8819,6617,13706,14337,4632,8898
+,13264,6620,9599,13502,6733,4704,2366,12024,7966,4783,3018,11869,1054,160,51
+,8317,7856,11566,13201,1592,4985,13410,5959,4787,13667,5095,11496,1753,3309,9158
+,10862,14167,7173,8075,9598,9196,5635,7079,3388,5134,9663,4121,589,10527,5061
+,1977,14992,1854,13981,2292,1508,7054,984,13934,9503,989,10876,8652,1418,3623
+,98,2397,2617,12440,14476,677,6977,14858,6203,6766,8709,5223,2667,3141,12536
+,4896,933,2657,11486,4881,8601,499,12809,3352,4736,6904,4963,8746,8034,5109
+,13225,3630,11758,9189,10806,6976,214,4120,11390,4369,10891,12262,6135,11254,2750
+,483,5918,6489,6363,9416,10075,7344,6454,5702,14357,2892,9406,11073,5820,9929
+,302,9005,6726,11766,4654,274,14894,12920,1680,9864,14706,7563,10352,9015,6879
+,425,8389,12547,6306,12141,8575,9782,3585,9533,6445,2332,12675,4852,544,6929
+,9878,7609,9736,988,5039,8009,13523,5033,3909,13500,7501,2614,4757,5107,7637
+,14277,9102,2643,3462,4866,14044,5518,3942,2189,284,8068,4901,8869,9469,5243
+,1723,2640,11930,11639,1672,2704,3005,333,8549,13784,14862,5674,9450,8557,6006
+,5912,4874,13482,8694,2033,7489,12982,5973,9279,2589,9642,5192,7621,7861,8821
+,8980,11303,6658,6676,10272,2782,13497,3424,6927,2414,5261,8220,9967,858,1762
-,6587,8472,11253,1239,6331,14159,5328,11899,4177,14953,13840,9442,7309,7511,5577
+,12819,5064,4843,3582,7084,7792,10614,12155,1360,6153,9978,10551,13858,7998,10532
+,13655,7169,9700,10018,11593,6989,13281,14804,1736,5285,4231,11838,3838,3977,14129
+,9459,4076,369,340,7439,12364,4115,13023,12575,325,8743,8862,12163,11933,86
+,7889,3317,6371,3750,2687,1583,1562,2931,8243,14404,14423,9220,6310,14825,756
+,5665,11376,5896,4423,13066,2229,8841,1493,10590,708,14052,12668,11046,12671,9647
+,815,13897,14862,10907,1521,9414,3348,4522,1657,12968,2660,3556,4694,14702,3450
+,1635,4169,7124,10988,7870,1156,2020,821,4956,3296,12248,7430,11428,4542,7113
+,892,8320,9674,8267,7265,11920,12809,7914,871,242,11515,9449,718,13061,7859
+,9374,12699,2795,3150,7719,2226,9700,5120,3675,2391,8642,7428,12782,5000,1504
+,4948,1096,8954,1914,7280,9851,11052,1267,10252,1437,14173,10349,6890,13128,10638
+,4229,2905,12508,2857,4157,10885,2863,2137,7680,8355,8771,606,4933,1268,753
+,9435,9185,13351,1859,14736,12550,6954,3824,1207,13545,4500,9190,860,6095,8813
+,3166,2687,10831,9907,1045,10795,7776,6336,13733,2479,12921,14230,6737,4780,9604
+,1881,3249,13956,9273,7455,9853,6853,1031,736,20,3984,13709,3572,1623,1155
+,8531,5642,2416,14027,1568,8732,2219,5191,5085,3651,8949,13438,2702,10402,14519
-,10273,6091,2506,5357,7385,4182,1336,7962,7320,3046,941,11224,11735,311,14295
+,13816,3244,12407,5118,2033,6943,3906,7955,1429,12357,13284,13668,11042,11795,13296
+,10454,1564,11500,3578,10193,14953,4563,6161,2728,6773,7452,12631,7338,2986,4280
+,6193,11704,6317,9481,12340,1809,5920,5368,11265,9820,6882,4348,3749,13175,14285
+,2020,4622,9448,861,8307,6844,3942,10007,4963,7590,6132,2449,6113,13270,3429
+,3531,12796,5217,5111,3886,1806,7724,11465,11459,14633,2207,7055,12467,14383,8999
+,5429,10444,509,14796,5049,1657,11484,2607,477,9614,9932,4147,7258,12018,12580
+,7800,6724,3925,5356,14454,14586,782,11223,7425,375,3548,3026,8704,1379,8812
+,2161,14247,4564,8179,12011,1675,2091,13357,4333,319,10228,13051,8942,14602,133
+,9571,3489,9518,5807,7917,8562,12350,1113,13907,1273,13452,2232,10720,4446,14304
+,6449,5813,10629,728,12885,9026,5728,11642,10258,5314,2731,494,6764,9823,10140
+,10426,12221,12380,7937,1142,14707,9099,5542,9896,9218,9462,2555,5290,6893,8575
+,1233,6516,4674,11398,8719,12161,2581,12075,13452,5639,2567,2274,12386,10787,1698
+,6332,8149,12774,8760,11738,965,1368,12711,8196,6430,1743,12382,11989,336,1091
+,490,5164,11140,3758,13783,1081,8525,1045,12284,7901,151,4587,7779,10625,13572
+,2822,1520,1028,2125,2340,5334,13369,9814,13661,5614,6351,4654,13972,764,12038
-,3809,12787,7772,8931,12493,9260,9398,4784,14050,1880,2541,10305,12148,11338,727
+,7827,14826,37,4764,157,2560,10583,11782,6334,10958,9173,10444,12597,5294,13393
+,4760,5594,14159,9499,5235,3134,13667,13113,12845,6372,2064,7798,2454,7141,8600
+,10479,3934,5286,10789,9168,3574,13103,3124,3296,12717,1656,9087,7404,11882,4921
+,8584,12933,2619,4166,8669,1529,4130,10499,7270,533,1579,12742,7909,6287,3194
+,828,3192,6083,6719,11943,11206,4619,5230,3180,10485,14638,80,3659,5768,5798
+,4418,1610,13993,2229,12630,11113,8228,4429,3815,10342,6939,14338,14336,269,12072
+,2243,8259,8495,9359,3920,13211,14906,12741,13286,1803,2969,2974,10943,4641,10989
+,10389,4169,2875,6571,14251,8529,8666,300,7289,10874,6859,14307,14301,6178,3923
+,8197,8214,3569,2313,10211,10803,6379,2099,9410,14018,5618,13962,2043,8622,1566
+,6846,12276,3431,12726,4596,8137,9714,2813,9709,8812,7628,13438,12219,6078,11481
+,5063,633,4280,7624,2909,2041,685,10427,11471,9014,9403,2386,3896,11919,2460
+,5676,6101,993,10986,2222,187,1305,7094,9008,14097,14278,12779,13016,9296,5426
+,10247,12254,5929,9968,9399,3598,2643,5663,14949,6594,3674,9319,8571,14776,4492
+,7559,6214,6666,4796,14090,10548,1831,9707,14224,6801,12634,10896,11296,2626,11291
+,13975,12573,1706,12455,1452,2664,5114,14107,3033,6610,14733,10300,2519,5822,6403
-,5632,2305,6478,10313,10592,3839,2658,1004,4746,10523,2480,7499,11734,7991,10614
+,13323,7926,7235,462,9600,8134,12124,13894,10242,5397,10801,11185,13841,1558,14450
+,3407,11712,678,12677,2434,13958,4349,6249,8506,1534,11339,12850,13624,6817,3768
+,6246,2163,6214,2350,10309,10098,1382,13108,4784,11221,14277,3456,929,5927,6285
+,14367,2352,14916,6051,4114,5315,13827,3667,11069,12173,11016,13427,14793,14600,8827
+,14360,13709,128,2252,7391,10759,872,12535,12949,14882,14736,8162,12066,9796,10199
+,6724,8881,11542,5903,10586,9653,13788,497,3706,12723,9884,10384,9860,6344,9834
+,12224,14390,9066,13239,4668,13996,749,1835,10004,4297,9374,9673,2277,10495,4450
+,12579,9068,14202,8337,12131,11867,14363,9605,6221,6315,1865,278,11106,12823,14913
+,10042,2653,6023,2743,2276,5812,5596,12974,5331,10568,1496,5700,7550,7453,8869
+,3193,4268,1075,4866,4758,3255,10624,4031,934,2479,12224,5262,12100,8942,7885
+,11996,9777,14261,10843,12148,5070,1656,6997,8593,9533,10635,1114,5706,58,5486
+,14012,9039,8400,1646,11882,14571,9686,2461,7648,6550,145,12497,7244,3176,6785
+,12560,7218,13765,6997,2434,4235,7404,3386,11995,7065,7197,9172,4290,2075,12895
+,12278,11155,14178,1953,5798,9341,4606,13858,8402,5403,879,11883,14977,13103,2297
+,5233,1487,12061,9058,636,10870,5072,11268,14265,3254,13962,1304,3809,6898,8522
-,7621,10131,2142,9618,2760,1225,9104,3665,2017,7697,14229,751,9980,3691,11999
+,11417,10973,1944,9629,7573,1086,13093,8191,7858,14184,14478,4510,11011,3415,5354
+,9633,13012,8474,12461,8447,14186,12650,10112,1279,7134,13841,1455,5933,4133,13224
+,12308,11915,14431,930,442,9828,11941,6418,6136,14707,12276,5551,14527,4173,11717
+,14203,9844,8268,1552,3086,7557,9597,6882,7256,6057,1840,7784,7929,12292,1941
+,5172,13957,4730,4554,14386,11074,6708,4440,7003,856,7129,14275,565,3426,8236
+,7837,5183,5067,10386,9621,453,3820,8434,7219,11980,255,522,4232,13787,5660
+,854,5788,7712,4762,9960,8409,118,3756,11491,8145,8461,9434,4269,5587,13948
+,12927,9616,9496,13503,11717,11918,2295,11537,9418,8128,142,7144,1768,213,7446
+,8503,7258,11381,9531,11675,13229,10084,11578,3821,5121,6067,6670,13170,2909,12699
+,4275,6559,12764,9745,4310,11232,2787,7447,3763,9580,1273,5989,4751,8158,280
+,14087,12019,14135,1996,14499,12237,12088,6271,2438,13929,3295,5216,8147,4929,7025
+,3878,4355,13381,2339,4335,5347,7129,9440,8857,1594,1813,12525,12959,6989,11931
+,5682,13393,4257,3457,3085,11072,10987,1305,14747,5727,5248,3882,3306,12168,5663
+,3341,1917,1521,8537,5635,11559,1424,1611,12246,11045,13110,4572,479,13705,10537
+,3233,12719,10001,2258,8818,8025,9832,11619,544,519,12799,2730,8779,10476,8148
-,1929,14432,847,14741,9247,3665,13733,7218,3939,451,8912,13047,8784,1344,5032
+,13747,9037,12351,10358,5972,12201,7592,1316,1612,9753,8490,12342,12693,3700,13653
+,10614,4239,8104,11436,854,1271,10255,8401,11513,11204,9797,13372,1255,6935,7490
+,8418,1863,13775,8283,12404,2305,11595,2266,4766,6736,7476,14149,9366,5264,5112
+,13110,3905,5267,12166,6516,6430,7246,6110,7037,12549,12385,6258,11344,13356,6152
+,3823,1479,14599,11552,13894,8269,14286,8975,8269,8735,3112,12682,13532,7496,667
+,9440,3599,10932,12555,6171,2307,6524,2602,12595,748,4463,7639,7625,6695,13197
+,9789,14937,10518,7371,11392,862,1025,1969,849,3092,9906,1246,9357,12338,5036
+,7675,5295,8404,5919,117,1806,7316,5017,6510,6848,6372,12639,8207,13576,11843
+,14948,5317,13993,10503,14877,4996,8167,11358,11427,5202,13032,262,893,14487,5987
+,14148,4054,8030,10129,12811,5431,14999,13868,3778,12954,4206,3833,1914,8653,8918
+,500,201,12761,11875,5373,9688,12361,2020,4491,6428,11869,8228,450,5809,9272
+,9245,8921,2628,10487,5264,14260,407,10454,9936,1046,10883,1182,9846,12155,4804
+,9597,14219,6536,5046,8809,5311,8943,1993,11186,1134,1769,364,13503,2128,14633
+,8453,13900,6880,7184,10333,10314,489,8717,4407,14433,6697,8276,13634,2059,6065
+,3413,2987,2726,8349,12122,5284,1563,11438,7804,4358,1993,3379,14231,5038,8015
-,4411,11309,2088,11489,4569,1663,6233,12464,693,12591,3327,7009,6298,11986,2135
+,530,5185,3636,1466,3181,4662,3458,11738,12578,1417,8833,7283,12103,13552,9363
+,11502,1693,8687,4599,7241,2699,3570,13645,4600,1493,13031,5731,11841,1980,7712
+,8965,7042,2456,11542,8196,652,2975,7095,1395,9598,13627,2407,13391,1106,2744
+,8501,5891,6908,7463,9961,2288,12498,9657,1454,10371,5469,14535,13084,4659,13765
+,4107,486,3955,3504,8058,8955,13362,6053,2252,3579,1089,13744,4791,2798,1613
+,8623,13243,7419,788,8496,6676,7771,11643,5874,813,3807,1330,8137,6356,7810
+,171,6758,12486,2234,1956,627,10590,11541,11805,13475,2867,7011,2484,9211,5444
+,311,7844,3333,4747,11580,7169,12455,14107,14754,11815,13188,9956,2023,13661,3114
+,10259,1152,10384,13702,26,2360,9136,10181,13428,10267,7506,10633,13097,12205,14118
+,5596,2931,3439,8042,9999,389,5635,11633,13048,2135,13433,11727,13118,11107,9394
+,1261,11397,1671,4206,10786,3767,14517,14468,10512,5708,2712,12711,9970,5340,4786
+,2766,3349,5875,10739,54,17,10926,14415,5129,7515,1421,6849,4308,466,11330
+,9454,12982,3611,7031,14060,7893,8652,5854,1762,6377,3604,13378,10949,5337,6927
+,2074,12700,10927,6695,11366,205,14876,3448,3124,454,3665,7595,6216,10075,7961
+,9885,13635,5990,5241,225,10297,2582,8940,12497,14046,9129,5012,12400,2858,2492
-,7852,5084,9488,6395,9993,11016,10294,10331,9421,2694,1675,5063,2362,8638,12087
+,12790,5467,9544,1119,9610,8207,12744,7277,7419,1548,12393,4168,12110,2841,14466
+,975,3485,11989,1168,10310,8108,1567,14775,13230,9649,3641,6584,13105,10398,3023
+,13366,8123,3588,812,1122,9223,12679,11506,14902,10096,7803,14068,13422,11508,3687
+,2593,6656,7155,10028,8697,10244,2081,3425,10211,12010,10054,214,14149,3839,647
+,13738,8593,1425,8141,12304,5030,14820,6334,2308,8592,12924,3373,8689,6408,14596
+,9755,7746,34,14343,8697,516,11960,9994,1634,7192,9479,9936,618,10837,1085
+,13430,2465,4518,4544,10920,13487,11168,164,2342,4247,3363,14904,8123,10062,10241
+,14435,2076,4373,1554,1926,5214,14718,14779,10683,12505,11277,1125,13544,13126,14041
+,7793,325,7648,9624,438,7917,13078,6270,5615,12209,1424,5688,9323,5341,7972
+,4043,6866,1842,1454,7134,5715,1786,14142,13734,12408,3528,4292,11369,13858,13265
+,11898,4394,9652,2529,10766,3682,9092,1540,14322,2866,14442,6069,7572,8154,2482
+,9293,3463,14708,5623,14326,14508,3113,10802,7162,10756,12640,4692,2495,9978,717
+,1742,586,8590,3659,6079,7868,5053,7528,10317,10142,3257,8564,8228,2054,11795
+,9390,6132,2247,11929,14343,9372,12617,3212,2225,13570,6201,13039,6271,4216,8736
+,3178,4855,13610,7346,13972,8088,10514,2764,11570,8139,11446,5662,8056,2106,11429
-,4854,3926,12866,12642,3254,1710,14036,9044,144,4277,9970,4189,8245,2152,13456
+,4062,2092,3431,6643,2008,12082,7976,13837,5637,573,10048,9076,11437,8690,10296
+,1536,11611,5670,8025,13532,457,4595,1347,13380,3267,14241,6020,9264,205,11321
+,3249,7441,5055,11357,11585,7762,14173,6473,9948,6924,6084,5621,12558,2310,2427
+,1304,8147,2266,5611,4443,2138,9756,8781,14138,1571,5686,10628,7732,727,6099
+,2151,12056,12134,12988,2984,12611,5897,9224,10696,10318,7673,14857,2965,3360,4009
+,2433,4239,1978,473,14000,3547,5203,4666,2513,12556,1029,7111,2548,2079,12613
+,3394,5437,7512,9000,10033,9216,10615,5154,13356,4172,10442,2523,9515,11238,5454
+,1701,6715,6920,12795,3499,13871,6847,4394,994,9807,9667,1489,14175,534,11313
+,10641,807,12184,1584,3599,3615,3875,9254,6198,10876,10649,13509,6800,481,5931
+,2466,1568,4450,618,10869,13903,7673,3875,7590,5384,2482,8967,12120,11027,14818
+,7515,1476,9676,14540,13202,3722,1375,4869,13930,11721,2540,13487,4699,10475,2163
+,696,4392,10648,8081,12688,4149,985,14596,10436,12618,4022,14245,5910,239,422
+,14110,8723,575,14467,3391,7499,14820,5764,2043,5668,7454,2813,8177,12464,10582
+,8556,10808,12059,14979,12236,13168,7057,5596,5825,8540,8222,14942,12075,10500,12697
+,9110,1679,9399,9135,13969,4634,5805,14668,6781,11718,6419,13771,5354,11247,7219
-,8343,11947,1115,7380,9356,11696,8404,1514,10731,12186,2096,790,14837,5104,10827
+,9798,6844,5164,1410,9544,12772,13335,10797,7796,4813,2163,4835,4572,8593,856
+,3355,12414,420,464,7614,9099,4255,14546,178,13950,12214,7037,13671,3396,12873
+,5517,8872,2484,6718,13158,9651,4455,1945,10119,677,9802,6048,6496,3179,14373
+,3278,8512,13388,482,7890,4474,1689,7756,6471,12720,13075,7928,2862,365,7645
+,7838,13341,12437,12372,14942,11204,1282,8266,3561,5225,13391,2494,7450,7166,7037
+,10082,2905,401,1280,8436,5546,3314,9505,981,2421,4942,13122,13519,7005,2274
+,5384,11133,10802,1210,4549,13044,13164,10313,8423,11478,3442,7200,7467,3692,7453
+,5791,5987,11117,646,961,12351,378,9035,8276,2225,13639,465,407,3903,11739
+,14665,3439,6057,11971,7554,498,4052,13397,4125,3146,11883,1068,4394,4191,6752
+,739,8296,5578,5712,10826,13958,6370,5879,14727,2837,8848,4869,6316,7150,13896
+,11133,9709,14446,11316,2715,7476,10412,2597,5465,12200,14340,4425,1315,1240,11349
+,14051,9791,13674,6343,3591,11763,9634,10109,10279,5921,8564,7424,9623,10111,9050
+,13861,10322,10930,9722,5491,8461,14046,11981,8394,9387,960,9395,10678,1284,12300
+,9079,13077,5501,6169,11725,14953,10808,10951,1429,10642,13804,2662,5329,492,9976
+,1262,10465,1602,4300,8315,2475,10302,925,13710,1587,4676,14433,6135,7031,7961
-,6908,13891,14771,11118,14458,6222,12245,11312,9939,4986,12429,1552,4103,3962,1584
+,5461,9534,1323,3826,892,8427,13594,11309,264,1030,12038,12101,14463,352,5613
+,5785,12731,14702,7883,1561,12494,3776,13228,10243,4092,7585,10963,11590,629,6280
+,8373,5019,11219,8345,6172,2659,7978,5311,8921,7897,5622,4297,11255,602,14589
+,13930,4992,6855,9645,670,12968,6034,7470,8065,14888,11380,6481,6115,254,3206
+,3024,14050,6362,7865,10763,13317,6035,10069,9176,7237,4113,14307,411,328,2155
+,4070,8011,2625,312,9176,3323,13795,8549,14822,1035,6725,11859,295,8556,4563
+,8101,4109,14845,4449,13002,13223,11781,11397,13235,6613,13783,850,11665,12644,1961
+,2894,4393,6476,9045,12006,4569,9446,7289,10708,351,13925,12847,2378,8513,2948
+,6791,14391,9310,9286,5168,8591,13258,12800,6386,8049,8016,13328,9466,4795,5068
+,5386,419,10757,2893,10974,2071,14861,12344,3445,242,3481,4458,7839,12950,5844
+,13601,9056,2292,113,9061,8860,11535,8948,5149,9553,14859,6064,11556,14664,6428
+,6204,4830,6548,1583,5051,3979,14597,7908,14991,410,3835,1052,10559,10834,4363
+,5803,3357,4140,10296,1249,8485,14714,10498,9852,8784,10152,12951,2695,5094,13037
+,5612,5219,3317,12868,60,10184,10307,3323,13416,12266,3522,11858,8264,8527,11200
+,2811,3371,8866,648,1883,13788,14898,5683,13994,7035,5019,5045,12720,14143,10987
-,3717,4049,9880,13762,5298,3896,2254,14491,3071,3954,13725,3078,10740,12231,552
+,9398,5351,5839,1501,3679,3359,7110,9087,13903,10211,2324,4739,13933,10556,10944
+,1499,12604,2545,6407,6012,587,5751,6096,9857,710,4361,9729,14797,234,11455
+,13999,7459,5437,7659,14662,12452,528,12605,2032,72,2733,13659,12158,14344,8337
+,608,2833,10565,4166,4912,3178,8355,9975,1222,6161,9323,6827,3557,842,3874
+,6337,8973,5878,9685,4993,7192,356,11286,13672,4625,4223,10526,12036,11622,1678
+,4587,9472,1678,9249,3632,7872,11482,11983,10619,5494,13536,4630,9797,11328,8269
+,5680,611,371,4312,2307,4733,3279,13327,1911,4333,6056,11318,13686,13581,5027
+,2931,7848,5796,14274,5910,9899,9506,13563,13798,11393,12694,7089,8090,8913,1012
+,10152,4271,11360,13185,11593,2441,1679,3783,11601,12351,10330,8346,2740,11883,9520
+,4021,11548,13653,5796,12553,8838,10992,3704,7264,235,2985,1439,4392,1604,12963
+,9557,5315,8181,839,12056,6320,5321,8704,10748,11675,3656,4525,12319,13436,2932
+,10118,7494,8684,14232,2554,6713,3650,3619,4653,14011,8228,2198,2281,12744,3891
+,4768,2691,7020,12295,3892,13851,6243,6190,1484,7407,5031,13918,13481,14168,7882
+,6882,9598,2160,4237,11482,1741,4986,504,3451,10540,12659,1402,346,10053,3408
+,1926,2172,4158,5167,10976,12761,5821,8969,9943,5939,10728,12923,4603,9577,7435
-,12350,859,11998,12136,3935,12439,14484,1680,2406,13302,8002,5521,14785,4517,1651
+,9941,10623,13850,4236,8548,14398,14655,6867,10756,11383,7369,6540,5179,615,4297
+,3451,13323,12858,1923,8382,6200,6402,14332,6690,14389,11618,10837,9868,12418,9533
+,13773,13575,7992,9032,7595,3385,12060,3473,5479,3874,11081,1305,5999,13334,14361
+,11616,7934,807,14961,14989,8071,12433,3318,8317,3340,474,14438,6272,7806,14456
+,13491,8673,7580,1104,14157,11547,13416,940,8300,14834,11031,13591,13699,3754,9057
+,11644,10,4513,11919,9640,934,9217,3517,14576,9075,11623,11009,5131,6715,9344
+,12937,14945,7614,1491,2487,9581,2921,14494,5954,2164,6140,11669,13029,12461,8183
+,7696,10166,10260,6953,1955,5590,3945,14801,9391,14647,9324,3597,26,2306,10648
+,10005,14841,5307,5390,8362,13542,6652,3188,8456,13628,8355,2985,8391,5871,14994
+,6897,13012,916,4166,10185,3181,8494,6884,9013,2946,9573,7468,1720,12924,5821
+,1495,4314,7559,5107,11605,3607,12692,5077,1206,8788,12865,4593,10251,9913,12466
+,6058,5613,6456,14007,9414,5166,7916,14538,6901,4507,5427,10963,4767,14989,14600
+,5185,1874,5118,3300,8039,13361,14986,8750,6395,4474,2709,7455,7185,5283,4756
+,11667,2825,4319,96,12005,5383,7024,9986,7927,4066,494,1763,7193,7239,13357
+,9728,7587,10988,6612,9240,14156,1482,510,13143,14705,11759,6887,9689,10327,7884
-,2277,6589,14510,1497,14745,9823,12341,3019,4322,4760,12068,13088,13380,8202,8877
+,14382,5394,9955,9368,5489,13465,6623,13422,9279,10306,9972,8874,2752,4813,13
+,4734,13296,5473,584,14801,11945,784,9344,13258,149,3953,13821,4277,4581,6032
+,3764,12440,7654,8464,10297,7691,8892,14973,13819,6182,14358,9129,6921,9296,6155
+,13093,2150,9869,3231,4110,12657,8773,13043,13242,236,14306,12428,1489,12424,7670
+,260,14484,7139,479,7324,11522,1108,11302,12392,1840,1511,11912,10583,13103,11082
+,959,1874,4797,4735,3746,6134,8835,1498,5912,3654,5149,7698,6046,1007,13832
+,12445,10358,550,7913,12350,13066,4334,3237,10386,11962,13328,2625,10469,3069,7686
+,5606,6168,9281,14359,12342,5719,4377,14659,3806,4031,7833,5435,2799,5854,13553
+,7124,4962,8484,11339,14842,2672,1837,13572,13527,5828,2103,6576,9793,10615,3468
+,14314,4007,8161,10120,121,12952,13540,1141,8019,3487,4956,5336,5303,4795,10851
+,4029,2442,5881,13961,11581,2762,8880,5886,5975,7521,555,3657,4575,7543,13643
+,6100,9489,1116,1438,13319,5978,4752,9358,5942,5267,11142,3850,5146,11268,2624
+,3609,2031,12029,2982,9341,7530,11675,1274,2752,5666,1620,2441,14724,1145,10807
+,12648,6188,6488,6826,3851,3645,13263,11005,397,12696,8492,4805,2189,3271,855
+,8351,7437,12354,5786,11035,12838,4190,13412,2329,9053,1429,12612,5140,14656,3559
-,8847,7969,13192,2628,10666,10264,3595,7152,8411,6577,10515,9452,9773,1775,6127
+,3666,6971,11941,12956,2219,972,4928,9040,1445,1591,9419,1931,6689,11698,1386
+,8192,6367,4764,3049,8694,4150,8474,9747,14985,422,8289,1165,2457,3855,7747
+,1300,6039,4063,5225,13269,10219,13911,4911,3366,11931,7897,2919,4049,7735,756
+,12053,754,10134,2032,2412,10583,7754,12492,5653,127,12429,13957,10642,3867,7408
+,12260,9957,8762,11966,1523,11542,4229,1954,11782,12775,3333,1708,12823,5192,4602
+,8226,12524,3584,2414,2025,6823,6644,2551,9729,8111,7163,6870,12628,2825,14576
+,2493,8901,7031,6364,4888,3650,10798,7949,4937,3937,3303,12453,10405,7212,14513
+,2231,11352,2796,4583,4523,2127,12264,13918,8393,6180,5423,12146,3497,11207,12712
+,3460,13761,4640,13826,11991,112,10905,7410,1433,4663,6780,8312,8708,5447,3784
+,13017,5282,3861,1617,7266,12055,13104,12409,5589,14911,14841,5557,6176,3249,6813
+,4540,7420,2013,12941,755,696,11093,9352,6960,1767,10550,2367,9727,12786,4911
+,10785,6591,8209,1042,3882,8277,10529,6637,287,12097,8012,10773,7179,13253,14467
+,1068,4414,10141,5819,9178,8145,13933,6849,2384,7243,6638,13748,5769,1076,1788
+,3014,6653,5968,3052,4236,2319,4216,2745,2788,9554,5129,527,14960,11795,868
+,12874,11400,704,6626,10119,9685,1235,4199,1920,7052,13207,748,3609,13841,1635
-,939,7684,1427,11926,629,12813,2455,814,5013,5486,6709,2689,2319,848,10274
+,8625,9458,8834,14361,7023,5716,9206,12478,2135,5704,9874,4237,14179,1408,8251
+,13716,8444,13155,9282,10159,6722,13081,13528,388,1624,12128,754,799,7445,6664
+,7981,9474,12552,5943,12864,10157,321,12869,13698,11772,9496,7080,3253,9714,1810
+,4470,14669,2205,2955,7393,6487,3304,7101,14274,12874,323,14334,1324,2833,11256
+,8369,9678,725,9440,8063,14578,3441,2589,11642,13858,3847,14859,410,6474,4141
